Policy No,Policy Sys Id,IDX,Amt,
P-9076-90-2026-00157,3642381,0,1.10,
P-3800-90-2026-00850,3642504,0,1.10,
P-3200-90-2026-02197,3643327,0,1.10,
P-2301-90-2026-00240,3642081,0,1.10,
P-1200-90-2026-01832,3643055,0,1.10,
P-1488-90-2026-00404,3643573,0,1.10,
P-3211-90-2026-00697,3643472,0,1.10,
P-3200-90-2026-02234,3643602,0,1.10,
P-2400-90-2026-02715,3642252,0,1.10,
P-1488-90-2026-00396,3643338,0,1.10,
P-3400-90-2026-00382,3643262,0,1.70,
P-3400-90-2026-00385,3643316,0,1.10,
P-4006-90-2026-00471,3642839,0,1.10,
P-3400-90-2026-00392,3643429,0,1.10,
P-3600-90-2026-00608,3642025,0,1.70,
P-2000-90-2026-00462,3642301,0,1.10,
P-3205-90-2026-00275,3642929,0,1.10,
P-2407-90-2026-00693,3642766,0,1.10,
P-3800-90-2026-00842,3642300,0,1.10,
P-3600-90-2026-00617,3642311,0,1.70,
P-1200-90-2026-01803,3642460,0,1.10,
P-1200-90-2026-01786,3642200,0,1.10,
P-4200-90-2026-01406,3642307,0,1.10,
P-3211-90-2026-00685,3642707,0,1.10,
P-3800-90-2026-00861,3642751,0,1.10,
P-2408-90-2026-00482,3643206,0,1.10,
P-4202-90-2026-00360,3643103,0,1.70,
P-4200-90-2026-01432,3642970,0,1.10,
P-2405-90-2026-00168,3643058,0,1.10,
P-4000-90-2026-01035,3642709,0,1.10,
P-2600-90-2026-00333,3642920,0,1.10,
P-1411-90-2026-00614,3642174,0,1.10,
P-9086-90-2026-00277,3643025,0,1.10,
P-1200-90-2026-01820,3642851,0,1.10,
P-4006-92-2026-00153,3643066,0,1.10,
P-3200-90-2026-02174,3643083,0,1.10,
P-2400-90-2026-02792,3643282,0,1.10,
P-4200-90-2026-01448,3643319,0,1.10,
P-3603-90-2026-00201,3642604,0,1.10,
P-3200-90-2026-02124,3642181,0,1.10,
P-1452-90-2026-00166,3642139,0,1.10,
P-4005-90-2026-00208,3642588,0,1.10,
P-2400-90-2026-02712,3642186,0,1.10,
P-1411-90-2026-00630,3643389,0,1.10,
P-1200-90-2026-01851,3643297,0,1.10,
P-3211-92-2026-00257,3643387,0,1.10,
P-3603-90-2026-00203,3642869,0,1.10,
P-3400-97-2025-00004,3313517,68,14.30,
P-2400-91-2026-00262,3642158,0,1.10,
P-4000-90-2026-01022,3642372,0,1.10,
P-2400-90-2026-02729,3642506,0,1.10,
P-4200-90-2026-01450,3643357,0,1.10,
P-2202-90-2026-00647,3642344,0,1.10,
P-1200-90-2026-01810,3642648,0,1.10,
P-2000-90-2026-00468,3642541,0,1.10,
P-2403-92-2026-00170,3642522,0,1.10,
P-1200-90-2026-01833,3643079,0,1.10,
P-8000-91-2026-00153,3643246,0,1.70,
P-3211-90-2026-00707,3643557,0,1.10,
P-2400-90-2026-02788,3643265,0,1.10,
P-3200-90-2026-02196,3643336,0,1.10,
P-2400-91-2026-00267,3643341,0,1.10,
P-4400-90-2026-00532,3643442,0,1.10,
P-9061-91-2026-00673,3642725,0,1.10,
P-2400-90-2026-02701,3642049,0,1.10,
P-2408-90-2026-00485,3643539,0,1.10,
P-3211-90-2026-00693,3643255,0,1.10,
P-4400-90-2026-00522,3643032,0,1.10,
P-4200-90-2026-01418,3642597,0,1.10,
P-4200-90-2026-01454,3643681,0,1.10,
P-2400-90-2026-02813,3643670,0,1.10,
P-3211-90-2026-00715,3643665,0,1.10,
P-2400-90-2026-02810,3643679,0,1.10,
P-1492-91-2026-00094,3643493,0,1.10,
P-3901-90-2026-00113,3643648,0,1.10,
P-2408-90-2026-00491,3643816,0,1.10,
P-1492-90-2026-00185,3643873,0,1.10,
P-1411-90-2026-00650,3643949,0,1.10,
P-1477-90-2026-00248,3644159,0,1.10,
P-2408-90-2026-00498,3644014,0,1.10,
P-2403-90-2026-00571,3644109,0,1.10,
P-2407-90-2026-00762,3643957,0,1.10,
P-2400-90-2026-02827,3643789,0,1.10,
P-9086-90-2026-00287,3643815,0,1.10,
P-2408-90-2026-00493,3643833,0,1.10,
P-2202-90-2026-00690,3644111,0,1.10,
P-3800-90-2026-00880,3644137,0,1.10,
P-4200-90-2026-01471,3643985,0,1.10,
P-1400-90-2026-00272,3643934,0,1.70,
P-9086-90-2026-00289,3644030,0,1.10,
P-2408-90-2026-00492,3643817,0,1.10,
P-1492-90-2026-00184,3643828,0,1.10,
P-4200-90-2026-01478,3644051,0,1.10,
P-2403-90-2026-00568,3644082,0,1.10,
P-1411-90-2026-00657,3644103,0,1.10,
P-2214-90-2026-00193,3644155,0,1.10,
P-1200-92-2026-00017,3609010,0,1.10,
P-2405-90-2026-00014,3608427,0,1.10,
P-1492-90-2026-00014,3608998,0,1.10,
P-2407-90-2026-00070,3609034,0,1.70,
P-8004-91-2026-00003,3608848,0,1.70,
P-3901-90-2026-00005,3608568,0,1.10,
P-3800-90-2026-00103,3608816,0,1.10,
P-4200-90-2026-00161,3608507,0,1.10,
P-1200-90-2026-00222,3609197,0,1.10,
P-3211-90-2026-00055,3608487,0,1.10,
P-2400-90-2026-00370,3609200,0,1.10,
P-3200-90-2026-00369,3609476,0,1.10,
P-4200-92-2026-00016,3608806,0,1.10,
P-2000-90-2026-00047,3608562,0,1.10,
P-3400-90-2026-00041,3608938,0,1.70,
P-8035-91-2026-00025,3609490,0,1.10,
P-4005-90-2026-00031,3609336,0,1.10,
P-1492-90-2026-00009,3608441,0,1.10,
P-4200-90-2026-00178,3609031,0,1.10,
P-2400-90-2026-00367,3609161,0,1.10,
P-9068-90-2026-00016,3609511,0,1.10,
P-2000-92-2026-00047,3608749,0,1.10,
P-1411-90-2026-00067,3609423,0,1.10,
P-3800-90-2026-00109,3608954,0,1.10,
P-2600-90-2026-00037,3608224,0,1.10,
P-4006-91-2026-00060,3608403,0,1.70,
P-1411-90-2026-00054,3608803,0,1.10,
P-4200-90-2026-00168,3608717,0,1.10,
P-4200-93-2026-00002,3608792,0,1.10,
P-4200-90-2026-00173,3608936,0,1.10,
P-9086-90-2026-00024,3608269,0,1.10,
P-2000-90-2026-00045,3608499,0,1.10,
P-2400-90-2026-00358,3609016,0,1.10,
P-2407-90-2026-00071,3609053,0,1.10,
P-8000-91-2025-01737,3607805,0,1.10,
P-1452-90-2026-00021,3608950,0,1.10,
P-1492-92-2026-00029,3608183,0,1.10,
P-4000-90-2026-00113,3608298,0,1.10,
P-3800-90-2026-00096,3608412,0,1.10,
P-1411-90-2026-00065,3609365,0,1.10,
P-3211-90-2026-00078,3609343,0,1.10,
P-2407-90-2026-00074,3609171,0,1.10,
P-9097-90-2026-00011,3608978,0,1.10,
P-1200-91-2026-00060,3609166,0,1.10,
P-4000-90-2026-00149,3608987,0,1.10,
P-1400-90-2026-00010,3608127,0,1.10,
P-2400-90-2026-00308,3608343,0,1.10,
P-4200-90-2026-00149,3608193,0,1.10,
P-3200-90-2026-00290,3608367,0,1.10,
P-3400-90-2026-00038,3608381,0,1.70,
P-2403-91-2026-00018,3608358,0,1.10,
P-1200-90-2026-00235,3609364,0,1.10,
P-4000-90-2026-00159,3609127,0,1.10,
P-3205-90-2026-00023,3608575,0,1.10,
P-3211-90-2026-00082,3609520,0,1.10,
P-4006-90-2026-00009,3608188,0,1.10,
P-4006-90-2026-00008,3608165,0,1.10,
P-2202-90-2026-00062,3609386,0,1.70,
P-3200-90-2026-00293,3608502,0,1.10,
P-1200-90-2026-00190,3608826,0,1.10,
P-3600-90-2026-00081,3608862,0,1.70,
P-2408-90-2026-00042,3608210,0,1.10,
P-2202-90-2026-00051,3608494,0,1.10,
P-2400-90-2026-00360,3609008,0,1.10,
P-4200-90-2026-00194,3609308,0,1.10,
P-9086-90-2026-00035,3609448,0,1.10,
P-2400-90-2026-00309,3608346,0,1.10,
P-3800-90-2026-00114,3609118,0,1.10,
P-9061-91-2026-00058,3608133,0,1.10,
P-8000-90-2026-00026,3608383,0,1.10,
P-9022-96-2026-00001,3596388,0,7.70,
P-1400-90-2026-00012,3608129,0,1.10,
P-4000-90-2026-00110,3608173,0,1.10,
P-3205-90-2026-00021,3608396,0,1.10,
P-2408-90-2026-00044,3608379,0,1.10,
P-2202-90-2026-00045,3608388,0,1.10,
P-3200-90-2026-00346,3609099,0,1.10,
P-2600-90-2026-00034,3608138,0,1.10,
P-9068-90-2026-00008,3608253,0,1.10,
P-2604-90-2026-00017,3608606,0,1.10,
P-2200-90-2026-00066,3609229,0,1.10,
P-2000-90-2026-00057,3609359,0,1.10,
P-9086-90-2026-00032,3609176,0,1.10,
P-2408-90-2026-00046,3608407,0,1.10,
P-3600-90-2026-00083,3608946,0,1.70,
P-3800-90-2026-00090,3608141,0,1.10,
P-4400-92-2026-00019,3608577,0,1.10,
P-3200-90-2026-00368,3609453,0,1.10,
P-4200-90-2026-00195,3609344,0,1.10,
P-4005-90-2026-00015,3608179,0,1.10,
P-3800-90-2026-00088,3608153,0,1.10,
P-2000-90-2026-00046,3608536,0,1.10,
P-1200-90-2026-00169,3608172,0,1.10,
P-1452-90-2026-00020,3608646,0,1.10,
P-9091-90-2026-00017,3608231,0,1.70,
P-1200-90-2026-00168,3608162,0,1.10,
P-2604-90-2026-00025,3609226,0,1.10,
P-2407-92-2026-00029,3608333,0,1.10,
P-2215-90-2026-00011,3609571,0,1.10,
P-2400-90-2026-00385,3609563,0,1.10,
P-9067-90-2026-00005,3609638,0,1.10,
P-4202-90-2026-00054,3609610,0,1.70,
P-2215-90-2026-00017,3609652,0,1.10,
P-9077-92-2026-00002,3609675,0,1.10,
P-9086-90-2026-00036,3609640,0,1.10,
P-8035-91-2026-00028,3609553,0,1.10,
P-2202-90-2026-00080,3609680,0,1.10,
P-4203-90-2026-00050,3609953,0,1.10,
P-3800-90-2026-00133,3609804,0,1.10,
P-9076-90-2026-00013,3609839,0,1.10,
P-9082-90-2026-00010,3610034,0,1.10,
P-2400-90-2026-00416,3609853,0,1.10,
P-2400-90-2026-00400,3609801,0,1.10,
P-9061-90-2026-00047,3609803,0,1.10,
P-2403-90-2026-00071,3609713,0,1.10,
P-2406-90-2026-00019,3609704,0,1.10,
P-2408-90-2026-00066,3609956,0,1.10,
P-3211-90-2026-00085,3609692,0,1.10,
P-2408-90-2026-00057,3609719,0,1.10,
P-9086-90-2026-00050,3610011,0,1.10,
P-9075-91-2026-00022,3609984,0,1.10,
P-2403-90-2026-00074,3609731,0,1.10,
P-4200-90-2026-00198,3609885,0,1.10,
P-2301-90-2026-00021,3609829,0,1.70,
P-2407-90-2026-00093,3609883,0,1.70,
P-9086-90-2026-00037,3609729,0,1.10,
P-4203-90-2026-00047,3609773,0,1.10,
P-9086-90-2026-00040,3609886,0,1.10,
P-2400-90-2026-00395,3609705,0,1.10,
P-9067-90-2026-00006,3609940,0,1.10,
P-2400-91-2026-00048,3609783,0,1.10,
P-3211-90-2026-00095,3610002,0,1.10,
P-4006-90-2026-00036,3610885,0,1.10,
P-2301-90-2026-00030,3611196,0,1.10,
P-1400-90-2026-00043,3611229,0,1.70,
P-9086-90-2026-00055,3610282,0,1.10,
P-1200-90-2026-00284,3611096,0,1.10,
P-2403-90-2026-00106,3611085,0,1.10,
P-2000-91-2026-00002,3610239,0,1.10,
P-2400-90-2026-00458,3610478,0,1.10,
P-1200-92-2026-00029,3611192,0,1.10,
P-2000-90-2026-00076,3611306,0,1.10,
P-2000-93-2026-00006,3610999,0,1.10,
P-2409-90-2026-00010,3610794,0,1.10,
P-3600-90-2026-00106,3611021,0,1.70,
P-3800-90-2026-00136,3610100,0,1.10,
P-2400-90-2026-00452,3610304,0,1.10,
P-1477-90-2026-00025,3610135,0,1.10,
P-4200-90-2026-00217,3610547,0,1.70,
P-4200-90-2026-00201,3610171,0,1.70,
P-1452-90-2026-00031,3610658,0,1.10,
P-2408-90-2026-00076,3610450,0,1.10,
P-4005-90-2026-00037,3611008,0,1.10,
P-2200-90-2026-00077,3610427,0,1.10,
P-2604-90-2026-00041,3611063,0,1.10,
P-1488-92-2026-00034,3610391,0,1.10,
P-1411-90-2026-00103,3610632,0,1.10,
P-3600-90-2026-00090,3610279,0,1.70,
P-1488-91-2026-00061,3610497,0,1.10,
P-3200-90-2026-00431,3611083,0,1.10,
P-3200-90-2026-00414,3610876,0,1.10,
P-4000-90-2026-00183,3610526,0,1.10,
P-2403-90-2026-00109,3611254,0,1.10,
P-4006-90-2026-00034,3610839,0,1.10,
P-3200-90-2026-00394,3610698,0,1.10,
P-8000-90-2026-00037,3611217,0,1.70,
P-1400-90-2026-00041,3610879,0,1.70,
P-2604-90-2026-00037,3610710,0,1.10,
P-4400-90-2026-00082,3611180,0,1.10,
P-1411-90-2026-00104,3610937,0,1.10,
P-9061-90-2026-00058,3611200,0,1.10,
P-4200-90-2026-00235,3611057,0,1.10,
P-1400-90-2026-00045,3611322,0,1.10,
P-4200-90-2026-00232,3610950,0,1.10,
P-2400-90-2026-00504,3611350,0,1.10,
P-3900-90-2026-00015,3611151,0,1.10,
P-4203-90-2026-00073,3611235,0,1.10,
P-1200-90-2026-00244,3610174,0,1.10,
P-2600-90-2026-00064,3611683,0,1.10,
P-2400-90-2026-00435,3610054,0,1.10,
P-9061-91-2026-00113,3611389,0,1.10,
P-4000-90-2026-00175,3610290,0,1.10,
P-1200-90-2026-00329,3611849,0,1.10,
P-4200-90-2026-00199,3610068,0,1.10,
P-3205-90-2026-00040,3611090,0,1.10,
P-2214-90-2026-00035,3610488,0,1.10,
P-4400-90-2026-00065,3610315,0,1.70,
P-3600-90-2026-00094,3610405,0,1.70,
P-2000-90-2026-00064,3610479,0,1.10,
P-3211-90-2026-00124,3611677,0,1.10,
P-9068-90-2026-00020,3610037,0,1.10,
P-2400-90-2026-00510,3611540,0,1.10,
P-9086-90-2026-00054,3610241,0,1.10,
P-3200-90-2026-00470,3611573,0,1.10,
P-4200-90-2026-00203,3610220,0,1.10,
P-4006-91-2026-00095,3611631,0,1.10,
P-3800-90-2026-00163,3611091,0,1.10,
P-1200-90-2026-00322,3611598,0,1.10,
P-3211-90-2026-00099,3610333,0,1.10,
P-1492-90-2026-00021,3610349,0,1.10,
P-1452-90-2026-00034,3611653,0,1.10,
P-2600-92-2026-00012,3610590,0,1.10,
P-9077-90-2026-00020,3611268,0,1.10,
P-4000-90-2026-00211,3611345,0,1.10,
P-9061-91-2026-00082,3609599,0,1.10,
P-3200-90-2026-00488,3611758,0,1.10,
P-4000-90-2026-00190,3610877,0,1.10,
P-3800-90-2026-00150,3610574,0,1.10,
P-4005-92-2026-00013,3611884,0,1.10,
P-4000-90-2026-00191,3610938,0,1.10,
P-2400-90-2026-00439,3610041,0,1.10,
P-9097-92-2026-00024,3611534,0,1.10,
P-1411-90-2026-00116,3611810,0,1.10,
P-4203-90-2026-00057,3610312,0,1.10,
P-9086-90-2026-00067,3611487,0,1.10,
P-3200-90-2026-00493,3611829,0,1.10,
P-1200-91-2026-00066,3610115,0,1.10,
P-1200-90-2026-00316,3611485,0,1.10,
P-2301-90-2026-00026,3610687,0,1.10,
P-1452-90-2026-00028,3610432,0,1.10,
P-3200-90-2026-00450,3611416,0,1.10,
P-4203-90-2026-00056,3610280,0,1.10,
P-1200-90-2026-00296,3611262,0,1.10,
P-2214-90-2026-00034,3610441,0,1.70,
P-3800-90-2026-00139,3610131,0,1.10,
P-1200-90-2026-00306,3611369,0,1.10,
P-9086-93-2026-00008,3611041,0,1.10,
P-2400-90-2026-00516,3611656,0,1.10,
P-1200-91-2026-00081,3611596,0,1.10,
P-3800-90-2026-00174,3611637,0,1.10,
P-1452-90-2026-00027,3610341,0,1.10,
P-2400-90-2026-00502,3611347,0,1.10,
P-2000-90-2026-00069,3610864,0,1.10,
P-2405-90-2026-00028,3611146,0,1.10,
P-2400-90-2026-00508,3611496,0,1.10,
P-1200-90-2026-00268,3610713,0,1.10,
P-3900-90-2026-00013,3610722,0,1.10,
P-2400-90-2026-00491,3611204,0,1.10,
P-1488-90-2026-00091,3611838,0,1.10,
P-4200-90-2026-00247,3611594,0,1.10,
P-9061-91-2026-00099,3610125,0,1.10,
P-4203-92-2026-00015,3610603,0,1.10,
P-8072-90-2026-00017,3611793,0,1.10,
P-2400-90-2026-00492,3611205,0,1.10,
P-3200-90-2026-00477,3611609,0,1.10,
P-9102-91-2026-00007,3611601,0,1.10,
P-3211-90-2026-00112,3611037,0,1.10,
P-2400-90-2026-00497,3611332,0,1.10,
P-3900-90-2026-00018,3611714,0,1.10,
P-4200-90-2026-00246,3611541,0,1.10,
P-4200-90-2026-00205,3610285,0,1.10,
P-2400-90-2026-00456,3610383,0,1.10,
P-1200-90-2026-00273,3610851,0,1.10,
P-1400-90-2026-00048,3611869,0,1.10,
P-9061-91-2026-00105,3610263,0,1.10,
P-9082-90-2026-00014,3611847,0,1.10,
P-2202-90-2026-00115,3611867,0,1.10,
P-3200-90-2026-00461,3611535,0,1.10,
P-1492-90-2026-00026,3611583,0,1.10,
P-3205-90-2026-00043,3611480,0,1.10,
P-3800-90-2026-00168,3611418,0,1.10,
P-1200-90-2026-00246,3610214,0,1.10,
P-9077-90-2026-00021,3611682,0,1.10,
P-4400-90-2026-00075,3610747,0,1.10,
P-3200-90-2026-00428,3611061,0,1.10,
P-3800-90-2026-00161,3611033,0,1.10,
P-4202-90-2026-00076,3610350,0,1.10,
P-2408-90-2026-00085,3610919,0,1.10,
P-9061-90-2026-00048,3610281,0,1.10,
P-1492-91-2026-00013,3610887,0,1.10,
P-9061-91-2026-00111,3611114,0,1.10,
P-3211-90-2026-00123,3611523,0,1.10,
P-3200-90-2026-00422,3610971,0,1.10,
P-2301-90-2026-00032,3611717,0,1.10,
P-3600-90-2026-00100,3610772,0,1.70,
P-1411-90-2026-00113,3611744,0,1.10,
P-1452-90-2026-00036,3611710,0,1.10,
P-1200-90-2026-00335,3611991,0,1.10,
P-1411-90-2026-00124,3612612,0,1.10,
P-2202-90-2026-00123,3612608,0,1.10,
P-3200-90-2026-00549,3612972,0,1.10,
P-2400-90-2026-00631,3613327,0,1.10,
P-2200-90-2026-00124,3613337,0,1.10,
P-3800-90-2026-00194,3612604,0,1.10,
P-3800-90-2026-00200,3612883,0,1.10,
P-2405-92-2026-00025,3612724,0,1.10,
P-4200-90-2026-00296,3613227,0,1.10,
P-2600-90-2026-00080,3613267,0,1.10,
P-4400-90-2026-00107,3612159,0,1.10,
P-3600-90-2026-00122,3612736,0,1.70,
P-1200-90-2026-00359,3612579,0,1.10,
P-3200-90-2026-00564,3613191,0,1.10,
P-4000-90-2026-00255,3613122,0,1.10,
P-2604-90-2026-00054,3612729,0,1.10,
P-2409-90-2026-00013,3612073,0,1.10,
P-2600-90-2026-00068,3612071,0,1.10,
P-3211-90-2026-00140,3612556,0,1.10,
P-4200-90-2026-00262,3612320,0,1.10,
P-1411-90-2026-00128,3612765,0,1.10,
P-3211-92-2026-00047,3612207,0,1.10,
P-1200-90-2026-00332,3611959,0,1.10,
P-2301-90-2026-00046,3612992,0,1.10,
P-2200-90-2026-00121,3613104,0,1.10,
P-2400-90-2026-00561,3612370,0,1.10,
P-4400-90-2026-00127,3613011,0,1.10,
P-8000-91-2026-00049,3612858,0,1.10,
P-2400-90-2026-00623,3613207,0,1.10,
P-1200-90-2026-00360,3612610,0,1.10,
P-3200-90-2026-00538,3612841,0,1.10,
P-4203-90-2026-00081,3612222,0,1.10,
P-2400-97-2026-00002,3612871,0,13.20,
P-2605-90-2026-00013,3612103,0,1.10,
P-2000-90-2026-00101,3612615,0,1.10,
P-1200-90-2026-00394,3613226,0,1.10,
P-1200-90-2026-00371,3612922,0,1.10,
P-4203-90-2026-00086,3612553,0,1.10,
P-3600-90-2026-00127,3613138,0,1.70,
P-2400-90-2026-00583,3612716,0,1.10,
P-8000-90-2026-00048,3612782,0,1.10,
P-1477-90-2026-00043,3612865,0,1.10,
P-2600-90-2026-00083,3613282,0,1.10,
P-9097-90-2026-00025,3613300,0,1.10,
P-4000-90-2026-00245,3612761,0,1.10,
P-9102-90-2026-00005,3612190,0,1.10,
P-2400-90-2026-00571,3612499,0,1.10,
P-3200-90-2026-00518,3612364,0,1.10,
P-2408-90-2026-00103,3612566,0,1.10,
P-2400-90-2026-00537,3611939,0,1.10,
P-9093-90-2026-00011,3612563,0,1.10,
P-1474-90-2026-00027,3611970,0,1.10,
P-3200-92-2026-00028,3611989,0,1.10,
P-4006-90-2026-00052,3612392,0,1.10,
P-4200-91-2026-00014,3610630,0,1.10,
P-3800-90-2026-00179,3611903,0,1.10,
P-3900-91-2026-00002,3612127,0,1.10,
P-1200-90-2026-00340,3612091,0,1.10,
P-2400-90-2026-00543,3612089,0,1.10,
P-2400-90-2026-00535,3611921,0,1.10,
P-4006-91-2026-00102,3612293,0,1.70,
P-4203-90-2026-00084,3612474,0,1.10,
P-2000-90-2026-00092,3611951,0,1.10,
P-2408-90-2026-00102,3612400,0,1.10,
P-3200-90-2026-00499,3611986,0,1.10,
P-4203-90-2026-00078,3612060,0,1.10,
P-2403-90-2026-00117,3612470,0,1.10,
P-4400-90-2026-00103,3611971,0,1.10,
P-1411-90-2026-00122,3612423,0,1.10,
P-4202-90-2026-00096,3611955,0,1.10,
P-1488-91-2026-00074,3612362,0,1.10,
P-2400-90-2026-00581,3612665,0,1.10,
P-1200-90-2026-00348,3612314,0,1.10,
P-9086-90-2026-00080,3613389,0,1.10,
P-2400-90-2026-00636,3613439,0,1.10,
P-9061-91-2026-00124,3612493,0,1.10,
P-3211-90-2026-00150,3613159,0,1.10,
P-4203-90-2026-00079,3612124,0,1.10,
P-1452-90-2026-00040,3612745,0,1.10,
P-1000-95-2026-00003,3604407,0,414.70,
P-9022-90-2026-00009,3613183,0,1.10,
P-9077-90-2026-00022,3613146,0,1.10,
P-2200-90-2026-00115,3612873,0,1.10,
P-3800-90-2026-00186,3612361,0,1.10,
P-1477-90-2026-00046,3613340,0,1.10,
P-2400-90-2026-00614,3613085,0,1.10,
P-4006-92-2026-00039,3613378,0,1.10,
P-3211-90-2026-00145,3612902,0,1.10,
P-3200-90-2026-00585,3613347,0,1.10,
P-2403-90-2026-00125,3613443,0,1.10,
P-8072-90-2026-00019,3612211,0,1.10,
P-8000-90-2026-00050,3613213,0,1.70,
P-9076-90-2026-00026,3613422,0,1.10,
P-3603-90-2026-00038,3612989,0,1.10,
P-9070-91-2026-00006,3613102,0,1.10,
P-2403-90-2026-00123,3613358,0,1.10,
P-3205-90-2026-00046,3612078,0,1.10,
P-4005-90-2026-00048,3613345,0,1.10,
P-2202-90-2026-00129,3613349,0,1.10,
P-2405-90-2026-00033,3612683,0,1.10,
P-3200-90-2026-00587,3613402,0,1.10,
P-2202-90-2026-00137,3613512,0,1.70,
P-9097-92-2026-00037,3614616,0,1.10,
P-1200-90-2026-00463,3614626,0,1.10,
P-1452-90-2026-00049,3614874,0,1.10,
P-2301-90-2026-00054,3614289,0,1.10,
P-2000-90-2026-00131,3614467,0,1.10,
P-9061-90-2026-00074,3614401,0,1.10,
P-3200-90-2026-00631,3614315,0,1.10,
P-1411-90-2026-00159,3614868,0,1.10,
P-2000-90-2026-00125,3614160,0,1.10,
P-9070-90-2026-00027,3613835,0,1.10,
P-1200-90-2026-00476,3614802,0,1.10,
P-9070-90-2026-00030,3614977,0,1.10,
P-1200-90-2026-00433,3614217,0,1.10,
P-3211-91-2026-00145,3614387,0,1.10,
P-3900-90-2026-00032,3614867,0,1.10,
P-4400-92-2026-00052,3614561,0,1.10,
P-4200-90-2026-00308,3613772,0,1.10,
P-3400-90-2026-00119,3613804,0,1.10,
P-1200-90-2026-00460,3614592,0,1.10,
P-1200-90-2026-00477,3614805,0,1.10,
P-1477-90-2026-00063,3614845,0,1.10,
P-4005-90-2026-00049,3614164,0,1.10,
P-1411-90-2026-00139,3613800,0,1.10,
P-2600-90-2026-00095,3614008,0,1.10,
P-2604-90-2026-00067,3614646,0,1.10,
P-2400-90-2026-00690,3614325,0,1.10,
P-1400-92-2026-00023,3613949,0,1.10,
P-2400-90-2026-00666,3613838,0,1.10,
P-4202-90-2026-00111,3614192,0,1.10,
P-4400-90-2026-00132,3613671,0,1.10,
P-9102-90-2026-00006,3614920,0,1.10,
P-4400-90-2026-00138,3614158,0,1.10,
P-2400-90-2026-00713,3614617,0,1.10,
P-9075-90-2026-00039,3614682,0,1.10,
P-2400-92-2026-00105,3614393,0,1.10,
P-3600-90-2026-00130,3613657,0,1.70,
P-9082-90-2026-00017,3614347,0,1.10,
P-3200-90-2026-00672,3614947,0,1.10,
P-2400-91-2026-00077,3614647,0,1.10,
P-3200-90-2026-00623,3614127,0,1.10,
P-2604-90-2026-00065,3614452,0,1.10,
P-2407-90-2026-00129,3614078,0,1.10,
P-1400-90-2026-00063,3614765,0,1.70,
P-1400-90-2026-00061,3614410,0,1.70,
P-2200-90-2026-00143,3614341,0,1.10,
P-4200-90-2026-00338,3614751,0,1.10,
P-4400-90-2026-00137,3614141,0,1.10,
P-3211-90-2026-00179,3614295,0,1.10,
P-3200-90-2026-00606,3613898,0,1.10,
P-2400-90-2026-00695,3614400,0,1.10,
P-2400-90-2026-00656,3613716,0,1.10,
P-2000-90-2026-00120,3613830,0,1.10,
P-4200-90-2026-00315,3614163,0,1.10,
P-4203-90-2026-00108,3614770,0,1.10,
P-8000-96-2026-00003,3605087,0,17.60,
P-3800-90-2026-00214,3613653,0,1.10,
P-3211-90-2026-00196,3614900,0,1.10,
P-3211-90-2026-00169,3613950,0,1.10,
P-4400-90-2026-00131,3613636,0,1.10,
P-8067-91-2026-00022,3612467,0,1.10,
P-9061-91-2026-00143,3614129,0,1.10,
P-9077-90-2026-00030,3614418,0,1.10,
P-1200-90-2026-00406,3613650,0,1.10,
P-9076-90-2026-00028,3613649,0,1.10,
P-9077-90-2026-00033,3614572,0,1.10,
P-2301-91-2026-00016,3613877,0,1.10,
P-9076-90-2026-00027,3613626,0,1.10,
P-1488-90-2026-00113,3613951,0,1.10,
P-4203-92-2026-00025,3614096,0,1.10,
P-2200-90-2026-00130,3613960,0,1.10,
P-4400-90-2026-00144,3614783,0,1.10,
P-4000-90-2026-00275,3614001,0,1.10,
P-4000-90-2026-00268,3613742,0,1.10,
P-2407-90-2026-00125,3613975,0,1.10,
P-9097-91-2026-00016,3614876,0,1.10,
P-4202-90-2026-00109,3613846,0,1.10,
P-1474-90-2026-00040,3614243,0,1.10,
P-9061-92-2026-00027,3614428,0,1.10,
P-9061-91-2026-00142,3614061,0,1.10,
P-3200-90-2026-00630,3614285,0,1.10,
P-9076-90-2026-00030,3614296,0,1.10,
P-3800-91-2026-00025,3613064,0,1.10,
P-2407-90-2026-00132,3614865,0,1.10,
P-3200-90-2026-00608,3613941,0,1.10,
P-2600-90-2026-00087,3613678,0,1.10,
P-3211-91-2026-00140,3613638,0,1.10,
P-9097-90-2026-00037,3614963,0,1.10,
P-4203-90-2026-00095,3613826,0,1.10,
P-4200-90-2026-00333,3614702,0,1.10,
P-2000-92-2026-00067,3614080,0,1.10,
P-9097-90-2026-00036,3614979,0,1.10,
P-8000-90-2026-00057,3614508,0,1.70,
P-3200-90-2026-00605,3613875,0,1.10,
P-4005-92-2026-00015,3613624,0,1.10,
P-9061-90-2026-00070,3613740,0,1.10,
P-2400-90-2026-00664,3613822,0,1.10,
P-3200-90-2026-00617,3614057,0,1.10,
P-4200-90-2026-00312,3613968,0,1.10,
P-2400-90-2026-00732,3614960,0,1.10,
P-4000-90-2026-00298,3614757,0,1.10,
P-9086-91-2026-00025,3613814,0,1.10,
P-1200-91-2026-00111,3614482,0,1.10,
P-1200-90-2026-00475,3614763,0,1.10,
P-3211-92-2026-00069,3614930,0,1.10,
P-2400-90-2026-00648,3613586,0,1.10,
P-3600-90-2026-00134,3613911,0,1.70,
